Sarcastic,non_sarcastic,,,
 awesome when people try to understand something, nothing can make u feel awsome until u try to understand something,"
","
","
"
 awesome when people try to understand something, funny when people try to get something,"
","
","
"
 awesome when people try to understand something, boring when people try to understand something,"
","
","
"
 awesome when people try to understand something, sucks when people try to understand something,"
","
","
"
 black women get mad cause of the way they are portrayed in films go make a film then mona scott will show you the way, black women get mad cause of the way they are portrayed in films if you go make a film then mona scott won't show you the way,"
","
","
"
 black women get mad cause of the way they are portrayed in films go make a film then mona scott will show you the way, mona scott can never give a good advice on filmaking to the black women who do not like the way they are being portrayed in films,"
","
","
"
 black women get mad cause of the way they are portrayed in films go make a film then mona scott will show you the way, mona scott is not the best example,"
","
","
"
 black women get mad cause of the way they are portrayed in films go make a film then mona scott will show you the way, black women get mad cause of the way they are portrayed in films go make a film then mona scott will show you the way,"
","
","
"
 black women get mad cause of the way they are portrayed in films go make a film then mona scott will show you the way, black women get mad cause of the way they are portrayed in films go make a film but you do not have to follow mona scott's way,"
","
","
"
i've been a youth communicator worker for 20 years i don't know how i would've made it to 54 without the wisdom of 18 year olds,i've been a youth communicator worker for 20 years i don't know how i would've made it to 54 without the wisdom of 18 year olds,"
","
","
"
i've been a youth communicator worker for 20 years i don't know how i would've made it to 54 without the wisdom of 18 year olds,i am 54 in age but not as wise enough as an 18 year old,"
","
","
"
i've been a youth communicator worker for 20 years i don't know how i would've made it to 54 without the wisdom of 18 year olds,18 yeards olds are not very wise,"
","
","
"
i've been a youth communicator worker for 20 years i don't know how i would've made it to 54 without the wisdom of 18 year olds,i have enough experience of 20 years of being a youth communicator worker so i don t need wisdom of 18 year olds,"
","
","
"
i've been a youth communicator worker for 20 years i don't know how i would've made it to 54 without the wisdom of 18 year olds,i've been a youth communicator worker for 20 years i would've still made it to 54 without the wisdom of 18 year olds,"
","
","
"
 i'm apathetic about going to work today, i'm not happy about going to work today,"
","
","
"
 i'm apathetic about going to work today, i am very bored with the same routine of goint office,"
","
","
"
 i'm apathetic about going to work today, i don't want to go to work tomorrow,"
","
","
"
 i'm apathetic about going to work today, not in the mood for work today,"
","
","
"
 i'm apathetic about going to work today, i'm not looking forward to work today,"
","
","
"
 nothing says golf like tshirts and cigarettes, nothing says golf like tshirts and cigarettes,"
","
","
"
 nothing says golf like tshirts and cigarettes, the royality of golf is only reflected by tshirts and cigarettes,"
","
","
"
 nothing says golf like tshirts and cigarettes, nothing says golf like tshirts and cigarettes,"
","
","
"
 nothing says golf like tshirts and cigarettes, the solution to the u s gun problem is definitely to stop arming more people or everything will go wrong,"
","
","
"
 nothing says golf like tshirts and cigarettes, tshirts and cigarettes have nothing to do with golf,"
","
","
"
 the solution to the u s gun problem is definitely to arm more people every thing then will possibly go wrong, the solution to the u s gun problem is definitely not to arm more people to avoid things going wrong ?,"
","
","
"
 the solution to the u s gun problem is definitely to arm more people every thing then will possibly go wrong, it could not go anything worng if u s will not arm their people,"
","
","
"
 the solution to the u s gun problem is definitely to arm more people every thing then will possibly go wrong, the solution to the us gun problem is definitely not arming more people,"
","
","
"
 the solution to the u s gun problem is definitely to arm more people every thing then will possibly go wrong, i have fake friends,"
","
","
"
 the solution to the u s gun problem is definitely to arm more people every thing then will possibly go wrong, arming people is not the solution to the u s gun problem there is a lot that could go wrong,"
","
","
"
 i have such bad friends, i have such bad friends,"
","
","
"
 i have such bad friends, i don t have such great friends,"
","
","
"
 i have such bad friends, my friends are not great,"
","
","
"
 i have such bad friends, i have to stop sunbathing and put real clothes on for work life is so sweet,"
","
","
"
 i have such bad friends, i have such bad friends,"
","
","
"
 i have to stop sunbathing and put real clothes on for work life is so simple, i have to stop sunbathing and put real clothes on for work life is so simple,"
","
","
"
 i have to stop sunbathing and put real clothes on for work life is so simple, life is not so hard if u don t work hard instead enjoying sunbath at the beaches,"
","
","
"
